"SEROTAT_WINDOW","ETA","NU","PREL","LAMBDA","THETA"
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,1e-04
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,1e-04
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,1e-04
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,1e-04
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,1e-04
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,1e-04
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,1e-04
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,1e-04
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000102329299228075
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000102329299228075
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000102329299228075
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000102329299228075
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000102329299228075
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000102329299228075
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000102329299228075
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000102329299228075
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.00010471285480509
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.00010471285480509
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.00010471285480509
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.00010471285480509
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.00010471285480509
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.00010471285480509
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.00010471285480509
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.00010471285480509
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000107151930523761
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000107151930523761
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000107151930523761
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000107151930523761
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000107151930523761
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000107151930523761
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000107151930523761
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000107151930523761
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000109647819614319
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000109647819614319
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000109647819614319
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000109647819614319
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000109647819614319
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000109647819614319
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000109647819614319
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000109647819614319
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000112201845430196
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000112201845430196
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000112201845430196
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000112201845430196
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000112201845430196
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000112201845430196
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000112201845430196
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000112201845430196
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000114815362149688
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000114815362149688
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000114815362149688
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000114815362149688
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000114815362149688
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000114815362149688
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000114815362149688
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000114815362149688
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000117489755493953
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000117489755493953
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000117489755493953
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000117489755493953
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000117489755493953
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000117489755493953
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000117489755493953
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000117489755493953
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000120226443461741
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000120226443461741
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000120226443461741
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000120226443461741
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000120226443461741
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000120226443461741
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000120226443461741
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000120226443461741
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000123026877081238
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000123026877081238
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000123026877081238
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000123026877081238
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000123026877081238
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000123026877081238
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000123026877081238
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000123026877081238
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000125892541179417
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000125892541179417
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000125892541179417
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000125892541179417
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000125892541179417
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000125892541179417
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000125892541179417
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000125892541179417
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000128824955169313
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000128824955169313
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000128824955169313
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000128824955169313
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000128824955169313
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000128824955169313
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000128824955169313
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000128824955169313
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000131825673855641
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000131825673855641
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000131825673855641
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000131825673855641
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000131825673855641
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000131825673855641
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000131825673855641
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000131825673855641
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000134896288259165
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000134896288259165
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000134896288259165
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000134896288259165
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000134896288259165
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000134896288259165
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000134896288259165
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000134896288259165
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000138038426460289
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000138038426460289
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000138038426460289
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000138038426460289
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000138038426460289
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000138038426460289
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000138038426460289
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000138038426460289
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000141253754462275
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000141253754462275
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000141253754462275
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000141253754462275
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000141253754462275
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000141253754462275
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000141253754462275
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000141253754462275
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000144543977074593
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000144543977074593
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000144543977074593
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000144543977074593
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000144543977074593
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000144543977074593
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000144543977074593
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000144543977074593
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000147910838816821
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000147910838816821
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000147910838816821
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000147910838816821
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000147910838816821
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000147910838816821
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000147910838816821
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000147910838816821
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000151356124843621
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000151356124843621
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000151356124843621
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000151356124843621
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000151356124843621
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000151356124843621
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000151356124843621
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000151356124843621
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000154881661891248
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000154881661891248
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000154881661891248
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000154881661891248
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000154881661891248
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000154881661891248
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000154881661891248
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000154881661891248
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000158489319246111
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000158489319246111
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000158489319246111
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000158489319246111
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000158489319246111
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000158489319246111
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000158489319246111
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000158489319246111
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000162181009735893
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000162181009735893
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000162181009735893
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000162181009735893
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000162181009735893
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000162181009735893
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000162181009735893
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000162181009735893
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000165958690743756
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000165958690743756
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000165958690743756
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000165958690743756
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000165958690743756
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000165958690743756
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000165958690743756
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000165958690743756
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000169824365246174
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000169824365246174
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000169824365246174
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000169824365246174
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000169824365246174
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000169824365246174
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000169824365246174
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000169824365246174
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000173780082874938
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000173780082874938
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000173780082874938
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000173780082874938
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000173780082874938
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000173780082874938
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000173780082874938
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000173780082874938
270,0.00585497524956711,6.85694866698162,0.4,0.000684931506849315,0.000177827941003892
270,0.00585497524956711,6.85694866698162,0.4,0.00136986301369863,0.000177827941003892
270,0.00585497524956711,6.85694866698162,0.4,0.00205479452054795,0.000177827941003892
270,0.00585497524956711,6.85694866698162,0.4,0.00273972602739726,0.000177827941003892
270,0.00585497524956711,6.85694866698162,0.4,0.00342465753424658,0.000177827941003892
270,0.00585497524956711,6.85694866698162,0.4,0.00410958904109589,0.000177827941003892
270,0.00585497524956711,6.85694866698162,0.4,0.00479452054794521,0.000177827941003892
270,0.00585497524956711,6.85694866698162,0.4,0.00547945205479452,0.000177827941003892
